head_of_department_code,head_of_account,head_of_account_description,detail_head,detail_head_description,plan_code,voted_charged,year,value,
502,240200101AE,Mobile Soil Testing Laboratories,30801,Advertisement Charges,SE,Voted,2023-2024,220,
502,240200101AE,Mobile Soil Testing Laboratories,32401,Materials and Supplies,SE,Voted,2023-2024,1720,
502,240200101AE,Mobile Soil Testing Laboratories,34701,Stores,SE,Voted,2023-2024,29,
502,240200101AE,Mobile Soil Testing Laboratories,37301,Transport Charges,SE,Voted,2023-2024,122,
502,240200101AE,Mobile Soil Testing Laboratories,30201,Wages,SE,Voted,2023-2024,0,
502,240200101AE,Mobile Soil Testing Laboratories,36901,Procurement of Agricultural Inputs,SE,Voted,2023-2024,1627,
502,240200101AE,Mobile Soil Testing Laboratories,31002,Insurance Premium,SE,Voted,2023-2024,30,
502,240200101AF,Central Control Laboratory,30101,Pay,SE,Voted,2023-2024,5904,
502,240200101AF,Central Control Laboratory,30102,Medical Allowance,SE,Voted,2023-2024,39,
502,240200101AF,Central Control Laboratory,30103,Medical Charges,SE,Voted,2023-2024,0,
502,240200101AF,Central Control Laboratory,30104,Other Allowances,SE,Voted,2023-2024,20,
502,240200101AF,Central Control Laboratory,30106,House Rent Allowance,SE,Voted,2023-2024,319,
502,240200101AF,Central Control Laboratory,30107,Travel Concession,SE,Voted,2023-2024,5,
502,240200101AF,Central Control Laboratory,30108,City Compensatory Allowance,SE,Voted,2023-2024,19,
502,240200101AF,Central Control Laboratory,30301,Dearness Allowance,SE,Voted,2023-2024,2480,
502,240200101AF,Central Control Laboratory,30401,Tour Travelling Allowances,SE,Voted,2023-2024,45,
502,240200101AF,Central Control Laboratory,30402,Transfer Travelling Allowances,SE,Voted,2023-2024,0,
502,240200101AF,Central Control Laboratory,30502,Other Contingencies,SE,Voted,2023-2024,27,
502,240200101AF,Central Control Laboratory,31903,Maintenance,SE,Voted,2023-2024,30,
502,240200101AF,Central Control Laboratory,33304,Contract Payment,SE,Voted,2023-2024,209,
502,240200101AF,Central Control Laboratory,34901,Festival Advances-Debit,SE,Voted,2023-2024,120,
502,240200101AF,Central Control Laboratory,34902,Festival Advances-Credit,SE,Voted,2023-2024,-120,
502,240200101AF,Central Control Laboratory,37602,Maintenance,SE,Voted,2023-2024,35,
502,240200101AF,Central Control Laboratory,30503,Electricity Charges,SE,Voted,2023-2024,30,
502,240200101AF,Central Control Laboratory,30701,Publications,SE,Voted,2023-2024,8,
502,240200101AF,Central Control Laboratory,30801,Advertisement Charges,SE,Voted,2023-2024,12,
502,240200101AF,Central Control Laboratory,32401,Materials and Supplies,SE,Voted,2023-2024,210,
502,240200101AF,Central Control Laboratory,34701,Stores,SE,Voted,2023-2024,5,
502,240200101AF,Central Control Laboratory,30201,Wages,SE,Voted,2023-2024,0,
502,240200101AF,Central Control Laboratory,37201,Training,SE,Voted,2023-2024,525,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30101,Pay,SE,Voted,2023-2024,19731,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30102,Medical Allowance,SE,Voted,2023-2024,90,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30103,Medical Charges,SE,Voted,2023-2024,12,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30104,Other Allowances,SE,Voted,2023-2024,40,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30106,House Rent Allowance,SE,Voted,2023-2024,907,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30108,City Compensatory Allowance,SE,Voted,2023-2024,36,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30301,Dearness Allowance,SE,Voted,2023-2024,8288,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30401,Tour Travelling Allowances,SE,Voted,2023-2024,179,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30502,Other Contingencies,SE,Voted,2023-2024,860,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30504,Service Postage & Postal Expenditure,SE,Voted,2023-2024,124,
502,240200101AG,Preparation and Distribution of bio-fertilizers,31903,Maintenance,SE,Voted,2023-2024,2569,
502,240200101AG,Preparation and Distribution of bio-fertilizers,33304,Contract Payment,SE,Voted,2023-2024,50660,
502,240200101AG,Preparation and Distribution of bio-fertilizers,34901,Festival Advances-Debit,SE,Voted,2023-2024,380,
502,240200101AG,Preparation and Distribution of bio-fertilizers,34902,Festival Advances-Credit,SE,Voted,2023-2024,-380,
502,240200101AG,Preparation and Distribution of bio-fertilizers,35901,Prizes and Awards,SE,Voted,2023-2024,0,
502,240200101AG,Preparation and Distribution of bio-fertilizers,37602,Maintenance,SE,Voted,2023-2024,145,
502,240200101AG,Preparation and Distribution of bio-fertilizers,37603,Stationery,SE,Voted,2023-2024,10,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30503,Electricity Charges,SE,Voted,2023-2024,7798,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30602,Property tax,SE,Voted,2023-2024,331,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30603,Water Charges,SE,Voted,2023-2024,52,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30701,Publications,SE,Voted,2023-2024,13,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30801,Advertisement Charges,SE,Voted,2023-2024,493,
502,240200101AG,Preparation and Distribution of bio-fertilizers,32401,Materials and Supplies,SE,Voted,2023-2024,60000,
502,240200101AG,Preparation and Distribution of bio-fertilizers,34701,Stores,SE,Voted,2023-2024,144,
502,240200101AG,Preparation and Distribution of bio-fertilizers,37301,Transport Charges,SE,Voted,2023-2024,15060,
502,240200101AG,Preparation and Distribution of bio-fertilizers,31701,Minor Works,SE,Voted,2023-2024,1,
502,240200101AG,Preparation and Distribution of bio-fertilizers,30201,Wages,SE,Voted,2023-2024,0,
502,240200101AG,Preparation and Distribution of bio-fertilizers,36901,Procurement of Agricultural Inputs,SE,Voted,2023-2024,100000,
502,240200101AG,Preparation and Distribution of bio-fertilizers,31002,Insurance Premium,SE,Voted,2023-2024,363,
502,240200101UB,Soil Health Management under National Mission on Sustainable Agriculture,30502,Other Contingencies,SSSC,Voted,2023-2024,0,
502,240200101UB,Soil Health Management under National Mission on Sustainable Agriculture,31901,Purchase,SSSC,Voted,2023-2024,0,
502,240200101UB,Soil Health Management under National Mission on Sustainable Agriculture,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,49500,
502,240200101UB,Soil Health Management under National Mission on Sustainable Agriculture,30801,Advertisement Charges,SSSC,Voted,2023-2024,0,
502,240200101UB,Soil Health Management under National Mission on Sustainable Agriculture,32401,Materials and Supplies,SSSC,Voted,2023-2024,0,
502,240200101UB,Soil Health Management under National Mission on Sustainable Agriculture,31701,Minor Works,SSSC,Voted,2023-2024,0,
502,240200101UB,Soil Health Management under National Mission on Sustainable Agriculture,30505,Furniture,SSSC,Voted,2023-2024,0,
502,240200101UB,Soil Health Management under National Mission on Sustainable Agriculture,37601,Purchase,SSSC,Voted,2023-2024,0,
502,240200101UC,Soil Health Management under National Mission on Sustainable Agriculture - State Share,30502,Other Contingencies,SSSC,Voted,2023-2024,0,
502,240200101UC,Soil Health Management under National Mission on Sustainable Agriculture - State Share,31901,Purchase,SSSC,Voted,2023-2024,0,
502,240200101UC,Soil Health Management under National Mission on Sustainable Agriculture - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,33000,
502,240200101UC,Soil Health Management under National Mission on Sustainable Agriculture - State Share,30801,Advertisement Charges,SSSC,Voted,2023-2024,0,
502,240200101UC,Soil Health Management under National Mission on Sustainable Agriculture - State Share,32401,Materials and Supplies,SSSC,Voted,2023-2024,0,
502,240200101UC,Soil Health Management under National Mission on Sustainable Agriculture - State Share,31701,Minor Works,SSSC,Voted,2023-2024,0,
502,240200101UC,Soil Health Management under National Mission on Sustainable Agriculture - State Share,30505,Furniture,SSSC,Voted,2023-2024,0,
502,240200101UC,Soil Health Management under National Mission on Sustainable Agriculture - State Share,37601,Purchase,SSSC,Voted,2023-2024,0,
502,240200102UT,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30502,Other Contingencies,SSSC,Voted,2023-2024,0,
502,240200102UT,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),31901,Purchase,SSSC,Voted,2023-2024,0,
502,240200102UT,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),33304,Contract Payment,SSSC,Voted,2023-2024,0,
502,240200102UT,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30802,Exhibition,SSSC,Voted,2023-2024,0,
502,240200102UT,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,40000,
502,240200102UT,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240200102UT,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),32401,Materials and Supplies,SSSC,Voted,2023-2024,0,
502,240200102UT,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),33303,Special Service,SSSC,Voted,2023-2024,0,
502,240200102UT,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),37201,Training,SSSC,Voted,2023-2024,0,
502,240200102UX,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30502,Other Contingencies,SSSC,Voted,2023-2024,0,
502,240200102UX,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,31901,Purchase,SSSC,Voted,2023-2024,0,
502,240200102UX,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,33304,Contract Payment,SSSC,Voted,2023-2024,0,
502,240200102UX,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30802,Exhibition,SSSC,Voted,2023-2024,0,
502,240200102UX,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,26667,
502,240200102UX,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240200102UX,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,32401,Materials and Supplies,SSSC,Voted,2023-2024,0,
502,240200102UX,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,33303,Special Service,SSSC,Voted,2023-2024,0,
502,240200102UX,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,37201,Training,SSSC,Voted,2023-2024,0,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30502,Other Contingencies,SSSC,Voted,2023-2024,0,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),31901,Purchase,SSSC,Voted,2023-2024,0,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),33304,Contract Payment,SSSC,Voted,2023-2024,0,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30802,Exhibition,SSSC,Voted,2023-2024,0,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,10000,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),32401,Materials and Supplies,SSSC,Voted,2023-2024,0,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),33303,Special Service,SSSC,Voted,2023-2024,0,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),37201,Training,SSSC,Voted,2023-2024,0,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30502,Other Contingencies,SSSC,Voted,2023-2024,0,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,31901,Purchase,SSSC,Voted,2023-2024,0,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,33304,Contract Payment,SSSC,Voted,2023-2024,0,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30802,Exhibition,SSSC,Voted,2023-2024,0,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,6667,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,32401,Materials and Supplies,SSSC,Voted,2023-2024,0,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,33303,Special Service,SSSC,Voted,2023-2024,0,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,37201,Training,SSSC,Voted,2023-2024,0,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30502,Other Contingencies,SSSC,Voted,2023-2024,0,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),31901,Purchase,SSSC,Voted,2023-2024,0,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),33304,Contract Payment,SSSC,Voted,2023-2024,0,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30802,Exhibition,SSSC,Voted,2023-2024,0,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,600,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),32401,Materials and Supplies,SSSC,Voted,2023-2024,0,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),33303,Special Service,SSSC,Voted,2023-2024,0,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),37201,Training,SSSC,Voted,2023-2024,0,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30502,Other Contingencies,SSSC,Voted,2023-2024,0,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,31901,Purchase,SSSC,Voted,2023-2024,0,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,33304,Contract Payment,SSSC,Voted,2023-2024,0,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30802,Exhibition,SSSC,Voted,2023-2024,0,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,400,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,32401,Materials and Supplies,SSSC,Voted,2023-2024,0,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,33303,Special Service,SSSC,Voted,2023-2024,0,
